;Name;Price
158;Dell Inspiron 5406\-2959 14\'\' Intel® Core™ i5\-1135G7 \- 8GB RAM \- 256GB Dysk \- Win10;3999.00
159;HP Omen 17\-cb1014nw 17,3\'\' 144Hz Intel® Core™ i7\-10750H \- 32GB RAM \- 512GB Dysk \- RTX2070S Grafika;7999.00
160;"Lenovo ThinkPad E14 Gen 2 14\"" AMD Ryzen 5 4500U \- 8GB RAM \- 256GB Dysk \- Win10 Pro";3999.00
161;"Lenovo IdeaPad 3 14ADA05 14\"" AMD Ryzen 7 3700U \- 8GB RAM \- 512GB Dysk";2999.00
162;"MSI Prestige 14 Evo A11M\-013PL 14\"" Intel® Core™ i7\-1185G7 \- 16GB RAM \- 512GB Dysk \- Win10";5499.00
163;"ASUS VivoBook S14 S433EA\-EB127 14\"" Intel® Core™ i7\-1165G7 \- 16GB RAM \- 512GB Dysk";4299.00
164;"Dell Latitude 3510 15,6\"" Intel® Core™ i5\-10210U \- 8GB RAM \- 256GB Dysk \- Win10 Pro";4049.00
165;"Lenovo Yoga C740\-14IML 14\"" Intel® Core™ i5\-10210U \- 16GB RAM \- 512GB Dysk \- Win10";4299.00
166;"HP Pavilion Gaming 15\-dk1032nw 15,6\"" Intel® Core™ i5\-10300H \- 16GB RAM \- 512GB Dysk \- GTX1660TiMQ Grafika";4399.00
167;"Lenovo Legion 5 15ARH05 15,6\"" 120Hz AMD Ryzen 5 4600H \- 16GB RAM \- 512GB Dysk \- GTX1650Ti Grafika \- Win10";4199.00
168;"Lenovo Legion 5 17IMH05H 17,3\"" 144Hz Intel® Core™ i7\-10750H \- 8GB RAM \- 512GB Dysk \- GTX1660Ti Grafika";4349.00
169;HP Omen 15\-ek0007nw 15,6\'\' 144Hz Intel® Core™ i7\-10750H \- 32GB RAM \- 512GB Dysk \- RTX2060 Grafika;6699.00
170;"Apple Macbook Air 13 2020 13,3\"" Intel® Core™ i5 \- 8GB RAM \- 512GB Dysk \- macOS (srebrny)";6399.00
171;"Lenovo Legion 7 15IMH05H 15,6\"" 144Hz Intel® Core™ i7\-10750H \- 16GB RAM \- 1TB SSD Dysk \- RTX2080SMQ Grafika";9399.00
172;"ASUS ROG Strix SCAR III G531GW\-AZ102T 15,6\"" Intel® Core™ i7\-9750H \- 16GB RAM \- 1TB SSD Dysk \- RTX2070 Grafika \- Win10";7299.00
